LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO
7/6/1966,17,15.3,19.2,23.4,0,0,0.3,0.3
7/7/1966,20.6,15.9,19.2,19.8,0,0,0,0
7/8/1966,18.9,16.4,23.7,18.4,0,0,12.7,0
7/9/1966,18.1,16.7,23.9,20.9,0,0,8.9,0
7/10/1966,17.5,14.2,24.4,24.5,3.6,4.6,0,0
7/11/1966,13.4,15.6,25,22.2,1.5,0,0,0.5
7/12/1966,13.9,17.2,20,24.2,2.8,0,0,0
7/13/1966,15.6,16.7,18.6,25.3,0,0,0,0
7/14/1966,17.2,16.4,20,20,0,0,0,0
7/15/1966,19.5,16.4,22.5,18.3,0,0,0,0
7/16/1966,18.4,17.2,25.8,18.6,0.5,0,0,0
7/17/1966,17.2,17.8,25.6,21.4,0,0,5.8,0
7/18/1966,15.8,15.8,21.4,25.6,0,7.1,0.5,0
7/19/1966,18.1,16.4,18.1,18.9,0,1.3,0,0
7/20/1966,15.3,16.2,19.5,16.4,0,0,0,0
7/21/1966,11.4,15.8,22.5,18.3,0,0,3.3,0
7/22/1966,13.6,16.7,18.1,22.8,10.7,0,0,0
7/23/1966,13.9,16.4,18.6,22.3,0.5,0,1,0
7/24/1966,12.5,15.9,19.2,22.5,0.3,10.9,0,0
7/25/1966,10.6,15.3,17,26.1,17,2.5,0,0
7/26/1966,12.5,17,18.1,21.7,0,0,0,0
7/27/1966,15.6,16.7,18.1,18.1,0,0,0,3
7/28/1966,18.1,18.7,18.4,22,0,0,0,10.7
7/29/1966,17.8,17.5,22.5,17.8,0,0,0,0
7/30/1966,17.3,17.2,23.1,17.5,0,0,0,0
7/31/1966,17.5,17.8,18.9,18.9,0,0,0,0
8/1/1966,19.2,17.8,18.3,22.2,0,0,0.3,0
8/2/1966,19.2,17.8,19.5,17.3,0,0,0,13
8/3/1966,15.9,19.2,24.2,17.5,9.4,0,0,0
8/4/1966,16.2,18.1,19.2,19.2,7.6,0,0.3,0
8/5/1966,13.9,17,20.3,20.8,2,0,0.5,3
8/6/1966,13.4,17.2,19.7,22.3,0,0,0.3,0
8/7/1966,11.4,20,16.4,22.8,0,0,13.2,0
8/8/1966,14.7,18.9,14.2,22.2,0,0,0,0
8/9/1966,15,17.8,13.9,22.8,0,0,0,17.3
8/10/1966,15.6,17.5,15.9,18.9,0.5,0,0,1
8/11/1966,9.2,15.6,17.3,16.7,1.5,0,0,8.4
8/12/1966,10.9,18.1,16.1,15.6,0,1.5,4.8,0
8/13/1966,14.5,17.5,16.4,15.6,0,12.4,0,0
8/14/1966,13.9,16.1,15,14.4,0,0,0,0
8/15/1966,16.1,17.8,19.5,20.9,0,0,4.3,0
8/16/1966,12.2,17.5,18.9,22.2,1.3,0,1.5,2.3
8/17/1966,10.6,15.9,17.3,22.3,0,0,0.5,0
8/18/1966,9.5,17.8,13.6,23.9,0.5,0,0,0.3
8/19/1966,10.6,18.6,15,16.7,0,0,0,0
8/20/1966,10.3,17.8,15.6,16.7,0,0,0,0
8/21/1966,11.4,19.2,13.9,18.1,0,0,0,0.3
8/22/1966,11.2,16.7,13.6,16.4,0,0,3,22.6
8/23/1966,15,16.7,15,17.8,0,0,0,0
8/24/1966,18.3,17,19.5,16.7,0,0,0,0
8/25/1966,20.6,15,22,16.1,0,0,0,2.3
8/26/1966,20.3,16.1,23.9,18.1,0,5.3,0,0
8/27/1966,13.1,17.5,22.5,21.9,1.3,9.7,0,0
8/28/1966,12.8,14.8,22.5,19.5,0,1,0.3,0
8/29/1966,8.6,14.4,16.2,21.4,1,0,0,0
8/30/1966,11.7,14.5,20.9,24.8,5.3,0,22.6,0
8/31/1966,13.9,15.6,17.8,19.5,0,0,53.6,0
9/1/1966,14.2,14.7,18.1,19.8,0,0,0,0
9/2/1966,11.1,17.3,17.8,24.7,0,0,0,0
9/3/1966,12.5,15.8,15.9,16.4,0,0,3.3,23.4
9/4/1966,16.7,17.5,14.2,19.2,0,0,0,4.1
9/5/1966,17.5,16.1,13.4,16.4,0,0,0,0.5
9/6/1966,17,16.1,13.7,14.5,0,0,0,0
9/7/1966,12,15,18.7,15,0,0,0,0
9/8/1966,13.1,15.6,20.6,15.8,0,0,0,0
9/9/1966,14.5,16.7,19.7,16.7,0,0,0,0
9/10/1966,17.3,15.3,13.6,18.1,0,4.8,0,0
9/11/1966,13.4,13.6,16.7,12.5,0,21.8,0,0
9/12/1966,12.2,13.4,22,12.8,0,14,4.8,0
9/13/1966,11.7,14.2,11.4,17.2,0,0,4.3,0
9/14/1966,11.7,13.1,10,16.1,0,0,0,3.8
9/15/1966,12.2,13.9,12,10,0,0,0,0.5
9/16/1966,12.3,15.6,14.8,12.3,0,0.8,0,0
9/17/1966,14.7,14.8,13.9,15.6,0,14.7,0,0
9/18/1966,17.5,14.5,15.6,16.1,0,0.8,0,0
9/19/1966,14.7,12.8,16.7,15.3,0,0,0,0
9/20/1966,15,12.8,17.8,12,0,0,0,0
9/21/1966,16.2,14.2,14.7,13.4,0,0,0,6.1
9/22/1966,16.4,15.3,14.2,13.3,0,4.3,0,9.7
9/23/1966,10.8,16.1,11.7,11.1,0,3.8,0,0.3
9/24/1966,7.8,13.9,9.2,10,0.5,0,0,0.8
9/25/1966,4.7,15.6,6.1,9.2,0,0.5,0,0.5
9/26/1966,11.7,16.4,10.6,7.5,0,2,0,0
9/27/1966,12.8,16.7,6.4,8.1,0,0,0,0
9/28/1966,11.1,15.9,7,8.9,3.3,2.3,5.6,0
9/29/1966,7.3,15,5.3,13.3,0.8,0,0,5.6
9/30/1966,7.8,12,5.9,9.5,0,0,0,0
10/1/1966,8.4,12.8,7,7.8,4.6,1.5,0,3.3
10/2/1966,3.6,11.7,8.4,8.3,0.3,0,1,0
10/3/1966,5.6,11.1,8.6,8.9,0,0,0.8,5.1
10/4/1966,12.2,11.4,5,13.9,0,0,0.5,0.3
10/5/1966,17,13.3,9.5,7.8,0,0,0,0
10/6/1966,16.1,12,16.1,8.3,0,34.3,0,0
10/7/1966,12.5,12,10.6,13.4,0,1.5,0,0
10/8/1966,7,11.7,10.3,17,2,0,0,0
10/9/1966,7.5,9.2,10.3,18.1,0,0,0,0
10/10/1966,7,10.3,7.5,11.1,0,0,0,4.6
10/11/1966,5.3,10.3,7,8.1,0.3,0,0,0.3
10/12/1966,-0.6,8.4,8.1,5.6,5.8,0,0,0.3
10/13/1966,-1.7,5.6,5.3,5,0.8,0,8.1,0.3
10/14/1966,0.3,8.9,2.8,14.2,0,0,0,0
10/15/1966,2.5,6.1,0.3,14.7,0,0,0,7.4
10/16/1966,3.9,7.3,2,8.3,0,1,0,0
10/17/1966,3.6,9.2,5,5.3,0,0,0,0
10/18/1966,2.8,8.7,4.7,2,0,7.4,0,0
10/19/1966,5.8,8.3,2.5,2.8,0,28.7,0,2.8
10/20/1966,3.1,6.7,7.5,6.2,0,12.7,0,0
10/21/1966,-0.3,5.3,6.4,7.3,0,7.6,1.5,0
10/22/1966,-2.2,7.3,1.7,10.6,0,5.8,4.8,0
10/23/1966,4.5,12.8,0,8.6,0,10.2,0,0
10/24/1966,12.8,12.5,-0.3,7.5,0,10.2,0,0
10/25/1966,5,10.9,5.6,4.2,0,0,0,0
10/26/1966,7.5,11.9,6.7,4.2,0,3.8,0,0
10/27/1966,-1.4,8.9,3.3,7.5,0.8,1.5,0,0
10/28/1966,1.2,7.5,-3.1,11.4,0,0.3,4.8,0
10/29/1966,6.7,11.1,-4.8,3.9,0,5.8,0,0
10/30/1966,5.6,7.2,6.1,-1.7,0,0,0,0
10/31/1966,-0.3,7.5,-3.9,8.4,0,0,0,0.3
11/1/1966,2.2,7.8,-11.2,5,0,0,0,0.5
11/2/1966,2.8,7.8,-11.7,2.2,0,0,0,23.9
11/3/1966,-0.9,5.6,-3.9,4.7,0,0,0.5,4.1
11/4/1966,-2.5,5.3,-3.9,-0.3,0,0,0,0
11/5/1966,-0.3,8.1,-3.6,-1.4,4.6,7.1,0.8,0.5
11/6/1966,-12.5,5,-5.9,-1.2,0.3,1,0.3,0
11/7/1966,-12.8,4.7,-11.9,4.7,0.3,0,4.1,3.6
11/8/1966,-11.7,4.2,-14.2,11.1,0,0.3,0,15.5
11/9/1966,-3.1,4.2,-14.5,11.1,0,7.6,0,39.1
11/10/1966,-9.2,3.4,-10.3,11.4,0,0,1.3,5.3
11/11/1966,-10,1.4,-16.2,5,0,4.8,0,0
11/12/1966,-5.3,7.8,-12.5,1.7,0,3.3,2,0
11/13/1966,-12.3,6.1,-9.8,-2,1,13,0,0
11/14/1966,-8.4,8.1,-11.1,3.6,0,4.6,0,0
11/15/1966,-10.8,7.8,-5,-0.6,1,8.1,0,0
11/16/1966,-16.1,7.5,-6.7,5,10.2,4.3,0,0
11/17/1966,-18.9,6.4,-10,7.2,0,1.3,8.6,1
11/18/1966,-4.2,8.9,-15.6,6.4,0,0.3,0,0
11/19/1966,-4.5,9.8,-10.8,-4.2,0,2.5,0,0
11/20/1966,1.7,10,-8.6,-4.2,5.1,0.3,0,0
11/21/1966,-8.6,7.8,-0.3,-0.8,5.3,4.6,0,0
11/22/1966,-16.7,7.8,-4.7,0.3,2,0.3,0,0
11/23/1966,-7,7,-14.8,8.1,0,0,0,0.3
11/24/1966,0.6,7.8,-8.3,10.3,0,4.6,0,5.6
11/25/1966,0,6.9,-2.5,9.2,3.8,7.6,0,5.6
11/26/1966,-4.4,3.6,-10,6.4,0,1.3,0,0
11/27/1966,-5.3,6.1,-15.9,7.2,0,45,0,7.6
11/28/1966,-13.1,8.4,-7.5,6.4,0,16.5,0,22.1
11/29/1966,-20.9,5,-10.6,2,0.3,10.4,8.6,7.4
11/30/1966,-19.7,5.6,-23.4,0.9,0,21.3,0,0.8
12/1/1966,-20.3,7.8,-23.1,-6.1,0.3,8.4,0,2
12/2/1966,-14.7,8.6,-19.8,-11.7,0.3,1,0,0
12/3/1966,-14.2,7.8,-15.6,-14.5,0,3.3,0.5,0
12/4/1966,-19.8,7.8,-10.3,-10,0,14.5,0.3,0
12/5/1966,-18.6,4.2,-9.7,-0.6,0,22.1,2,4.6
12/6/1966,-22.2,5,-10,5,0,7.9,5.1,22.4
12/7/1966,-23.6,2.8,-19.2,10.3,0,5.3,3.6,10.9
12/8/1966,-23.4,0.8,-19.7,15,0,1.3,1,0.5
12/9/1966,-22,2,-24.2,8.1,0,3.3,0,1
12/10/1966,-9.5,5.6,-27,-0.3,0,12.7,0,32.5
12/11/1966,0.8,8.9,-19.7,-2.5,0,15,0,0
12/12/1966,0,9.5,-16.1,-3.1,0,19.3,0,0
12/13/1966,1.1,9.5,-8.1,-3.1,0,7.9,0,0
12/14/1966,1.2,6.7,-7.2,-2.8,0,4.3,0,0
12/15/1966,3.1,8.1,-4.5,0.3,0,43.2,0.3,0
12/16/1966,4.2,9.8,-2.2,2,0,0.8,0,0
12/17/1966,2.5,9.8,-10,2.8,0,22.6,1,0
12/18/1966,4.5,10.3,-14.2,-3.1,0,5.3,1.8,0
12/19/1966,1.4,8.4,-5.3,-8.9,0,6.9,2.5,0
12/20/1966,1.4,4.5,-14.2,-5.3,0,0,1.5,3
12/21/1966,-6.4,3.1,-25,-5,3.6,0,0,0
12/22/1966,-8.6,1.7,-24.2,-10,0,0,0,0
12/23/1966,-14.5,4.8,-17.5,-10.6,0,6.4,0.3,0
12/24/1966,-4.5,6.1,-17.5,-9.8,0,5.8,0,0.8
12/25/1966,-7.8,3.4,-24.5,-10.9,0,0.3,0,0
12/26/1966,-5.8,2.8,-22.8,-5.3,0.5,0,0,0
12/27/1966,-9.5,0.8,-22.3,-5,0,0.8,0,0
12/28/1966,-3.1,3.3,-19.2,-5,0.3,11.7,0.5,6.4
12/29/1966,-3.6,5.3,-11.4,-1.7,0,0.5,0,0.8
12/30/1966,-3.4,5.8,-8.9,-5,0.8,1,0.5,0
12/31/1966,-2.8,6.7,-13.1,-3.6,0,11.9,0.3,0
1/1/1967,-3.3,3.6,-10,-0.8,0.5,0,0,0.5
1/2/1967,-3.3,3.9,-12.8,0.3,0,20.1,1.3,0
1/3/1967,-1.7,6.4,-21.1,0.8,0,2,0.8,0
1/4/1967,-8.9,4.2,-17.8,-2.8,7.6,4.1,0.3,0.3
1/5/1967,-18.1,1.9,-16.7,-4.5,8.9,0,0.5,0.5
1/6/1967,-21.7,0.9,-20,-7.5,0,9.1,0.3,3.3
1/7/1967,-7.5,4.2,-26.7,0.6,0,11.2,0,9.7
1/8/1967,-1.9,6.1,-12,-3.4,0,29,2.5,1.3
1/9/1967,-6.4,6.1,-7.5,-5.3,0,0.3,0.8,0.3
1/10/1967,2.8,6.7,-17.2,-2.3,0,6.1,0,0
1/11/1967,0.6,5.6,-6.9,-6.7,0,0,0.3,0
1/12/1967,-3.3,4.2,-3.6,-2.3,0,9.7,0,1.8
1/13/1967,-5.6,4.2,-12,1.1,0,0,0,0
1/14/1967,-8.1,5.6,-21.7,-0.3,0,12.4,0,0
1/15/1967,-5.3,6.7,-22.2,-4.5,2,6.1,0.5,1
1/16/1967,-19.5,3.9,-26.1,-7,1.3,0,3.3,0
1/17/1967,-15.6,2.5,-29.7,-5.9,0,2.3,0,0.8
1/18/1967,-13.9,1.1,-27,-15.6,0.3,6.4,0,0
1/19/1967,-8.9,5.6,-30,-12,0,46,0,0
1/20/1967,-10,6.7,-18.6,-3.6,0,6.1,2.3,0
1/21/1967,-23.6,5.6,-21.1,2.2,0,4.3,0,0
1/22/1967,-24.7,4.5,-12.8,-0.6,0,0.8,2.3,1.5
1/23/1967,-25.6,5.3,-17.8,6.4,0,1.3,1,0
1/24/1967,-26.1,2.5,-20.3,1.7,0,0,0,0.5
1/25/1967,-22.5,0.6,-21.1,7.2,0,1.3,0,2.5
1/26/1967,-13.6,3.4,-20.8,-1.7,0,11.7,0,13.2
1/27/1967,-18.1,6.9,-15.9,-1.7,0,17.5,0,13
1/28/1967,-15.3,9.2,-19.5,-4.5,0,10.9,1,0.8
1/29/1967,-7.5,6.9,-9.7,-10.6,0,9.9,2,1
1/30/1967,-11.2,4.2,-4.5,-13.3,0,0,1.5,0
1/31/1967,-14.2,1.7,-13.9,-11.4,0,0,0,3.6
2/1/1967,-8.9,5.8,-26.1,0.9,0,3.3,0,6.4
2/2/1967,0.8,7.5,-21.1,-8.4,0,5.1,0,5.3
2/3/1967,0.9,8.3,-5.6,-15.6,0,18.5,0,0.3
2/4/1967,-1.4,6.9,-18.9,-4.7,0.5,5.1,0,0.3
2/5/1967,-4.2,3.9,-30.3,-9.7,0,0,0,0
2/6/1967,-2.5,5.3,-26.7,-22,0.3,0,0,0
2/7/1967,-2.8,2.2,-19.7,-18.3,0,0,0,0
2/8/1967,3.6,4.7,-15.6,-15.3,0,0,0.5,0
2/9/1967,-0.9,7.5,-11.1,-5.3,0,1.5,3,0
2/10/1967,-3.9,5.3,-24.2,-2,0,0,0.8,0
2/11/1967,-3.1,5.9,-31.1,-8.4,0,4.6,0,0.3
2/12/1967,-1.4,6.7,-20.3,-21.2,0.5,3.3,1.8,0
2/13/1967,-12.3,3.9,-14.2,-13.1,5.6,0,0,4.1
2/14/1967,-20.9,2,-27.5,1.1,0.8,3.3,0,0
2/15/1967,-14.7,3.6,-33.4,3.4,0,5.1,0,13
2/16/1967,-20,4.5,-29.7,-5.3,0,0,0,0
2/17/1967,-15.9,5.6,-32.5,-10,0,9.1,0,2
2/18/1967,-9.2,3.9,-26.4,-11.4,1,0,0,0.3
2/19/1967,-5.8,2.5,-24.2,-8.7,0,0,0.3,2
2/20/1967,-0.6,1.7,-22.8,-3.9,0,0,0,0
2/21/1967,-5.9,3.9,-15.6,-7.3,1,0,2,0.3
2/22/1967,-10,5,-15.8,-3.6,0,0,1,0.3
2/23/1967,-12.5,4.7,-25.9,-6.7,0,0,0,0.8
2/24/1967,-5.3,4.7,-26.7,-12.2,0,0.8,0,0
2/25/1967,0,6.7,-17.8,-12.8,0,3.3,0,0
2/26/1967,-1.9,5.9,-8.9,-9.4,0,0,0,0
2/27/1967,7.8,8.1,-9.5,-5.6,0,6.4,0,7.1
2/28/1967,3.6,6.1,-10,-7.2,0,21.6,0,0.3
3/1/1967,-2.2,3.6,-1.4,-11.7,0.5,3.6,0,0
3/2/1967,-5.3,4.5,-11.1,-2.5,0.5,0,0,0
3/3/1967,-6.4,2.5,-18.4,-1.7,0,0,0,0
3/4/1967,-2.8,2.8,-10,-6.4,1,0,0.5,0
3/5/1967,0.6,2.8,-12.5,-3.1,0,0,0,0.5
3/6/1967,-5,5,-17,-2.8,1.8,0,0,0
3/7/1967,-4.7,5.3,-21.4,-7.2,0,0,0,0
3/8/1967,1.2,6.1,-12,-10.6,2,8.6,1.3,0
3/9/1967,-10.3,3.1,-8.9,-7.2,2.3,0.3,5.8,0
3/10/1967,-19.2,2.3,-15.3,3.9,1,3.8,0.5,0
3/11/1967,-19.7,3.9,-18.1,1.7,3.3,0,0,0
3/12/1967,-22.8,3.1,-12,-5,0,0,3.8,0
3/13/1967,-23.7,2,-19.2,-0.3,0,0,0,0
3/14/1967,-20.6,5,-17.8,1.7,0,4.1,0,0
3/15/1967,-20.6,5.8,-18.7,-3.1,0.3,15.7,0,2
3/16/1967,-17.5,10,-18.6,-10.3,2.5,6.6,0,2
3/17/1967,-8.1,6.9,-20.3,-13.3,1.3,5.8,0,1.3
3/18/1967,-8.9,5.9,-12.2,-16.1,0,0.3,0,0
3/19/1967,-8.4,5,-5.3,-9.7,0.3,0,0,0
3/20/1967,-6.1,7.5,-1.4,-2.5,0,7.6,5.3,0
3/21/1967,-1.7,7.8,-6.4,0.3,0,4.6,0,14.2
3/22/1967,-1.7,8.6,-1.1,-1.1,0,28.2,0,0.5
3/23/1967,3.9,8.4,1.4,-0.3,0,1.8,0,0
3/24/1967,-2,6.7,2.2,1.2,0,0,0,0
3/25/1967,-3.1,3.6,-2.2,-0.8,0,1.5,0,0
3/26/1967,-1.4,6.7,-1.1,4.8,0,0.5,0,0
3/27/1967,-4.5,5,-0.3,5.6,0,1.3,0,0.5
3/28/1967,-2,3.9,-2.8,2.5,0,5.1,0,0
3/29/1967,-6.4,4.7,5,5.6,0.5,0,0,0
3/30/1967,-5,5,9.2,3.9,2,0.8,0,0
3/31/1967,-9.5,7.3,-4.8,7.5,0.3,0,0.3,0
4/1/1967,-5.3,6.7,-9.7,14.2,0,0,1.3,0
4/2/1967,-1.1,7.3,-11.1,13.7,0,0,2.5,29.5
4/3/1967,5.6,7.2,-10.3,2.5,0,0,0,0
4/4/1967,-3.3,7.8,-0.3,0.6,2.5,9.1,0,0
4/5/1967,-7.2,7.8,-5.3,12,0.8,0,0,0
4/6/1967,1.2,5.9,-4.2,4.2,0,0,0,14.5
4/7/1967,6.1,6.7,5.6,2.8,0,0,0,14
4/8/1967,1.7,7.2,8.4,4.2,0,1.8,0,0
4/9/1967,3.9,6.4,-4.7,7.8,0,0.3,0.8,4.1
4/10/1967,3.9,5.9,-2.5,5.3,0.3,0,0,0
4/11/1967,1.1,8.1,5.9,-2,0.8,0,2.3,0
4/12/1967,4.7,6.4,8.6,-1.1,0,10.4,0,0
4/13/1967,5.9,5.6,8.1,4.2,0,1.3,8.1,0
4/14/1967,3.3,5.6,3.9,7.5,4.6,4.3,11.7,15.7
4/15/1967,-0.6,5.9,3.9,12.8,0,2.3,1,1
4/16/1967,-0.6,5.9,1.4,10.3,0,10.7,3,0
4/17/1967,-0.9,6.1,-2.8,9.5,1,8.6,0,7.4
4/18/1967,-4.2,8.9,-2.5,5.3,0.3,0,0,0
4/19/1967,-5.3,7.5,7.8,6.7,3.8,5.1,3.6,0
4/20/1967,-7,8.3,5,5.6,1.3,0,32.5,0
4/21/1967,-9.2,8.6,-2.3,5.9,0,0,3.3,3.3
4/22/1967,-5.6,9.7,-5.8,9.7,0,0.3,2.3,9.4
4/23/1967,-2.2,8.3,-6.7,3.1,0,0,0,0
4/24/1967,0.6,8.9,-0.9,2.2,0,0,0,0
4/25/1967,-1.7,8.1,2.5,3.4,0,1.3,0,0
4/26/1967,-0.6,7.8,3.6,3.1,0.8,0,0.3,0
4/27/1967,1.1,8.9,4.2,5.3,1.8,0,0,0
4/28/1967,1.1,6.4,5.3,5.6,4.1,1.8,0,0
4/29/1967,-1.1,9.8,3.1,6.7,5.1,0,0,0
4/30/1967,3.7,9.2,2.8,12.2,0,0,0,0.3
5/1/1967,2.2,9.4,-2.5,11.7,0,0,20.6,2.3
5/2/1967,-1.4,8.9,-7.5,10.3,2.5,0,0,14.7
5/3/1967,-2.2,10.9,-4.2,6.4,0,0,0.5,0
5/4/1967,1.4,11.7,0.3,4.8,0,0,0,0
5/5/1967,7.3,9.7,7.8,5.3,0,0,0,0
5/6/1967,12.8,13.9,9.2,3.9,0,0,0.3,0
5/7/1967,7.5,13.6,7.2,4.2,0,0,0.8,16
5/8/1967,3.9,11.7,4.5,4.7,1.5,5.8,0,1
5/9/1967,-0.9,8.4,3.1,7.5,7.9,0,0,1.8
5/10/1967,-1.4,8.7,2.8,6.4,1,3,0,0
5/11/1967,0,9.5,2.8,4.2,2,3.8,0,6.1
5/12/1967,1.4,12.3,4.5,6.4,0,0,0,0
5/13/1967,7.5,10.6,6.7,6.1,0,0,0,0
5/14/1967,11.4,9.7,3.4,8.1,0,5.1,0,1.3
5/15/1967,8.4,12.8,6.7,8.6,0,0,0,0.3
5/16/1967,12.5,13.1,8.3,7.5,0,0,0,0
5/17/1967,12.5,15.3,15.9,12.8,1.3,0.8,0,0.8
5/18/1967,9.2,12.5,9.7,12.8,0,0,0,3.3
5/19/1967,12.5,13.4,5.3,13.9,0,0,0,0
5/20/1967,14.2,18.1,5.6,5.6,0,0,2.3,0
5/21/1967,17.3,16.7,7.2,5.6,0,0,0,0.3
5/22/1967,14.5,12.8,10.3,5,0,0,1,1.3
5/23/1967,12,12.5,12,6.7,0,0,0.3,0
5/24/1967,8.4,10.6,19.8,11.4,1,0.5,0.8,0
5/25/1967,5,10.6,19.2,11.4,16.8,0,1.8,0
5/26/1967,10,14.2,9.7,11.7,0,0,0,0
5/27/1967,12,13.6,13.6,12,0,0,0,0
5/28/1967,14.7,13.9,16.7,13.4,0.3,3.3,0,0
5/29/1967,13.6,11.7,17.5,12.5,3.6,8.1,0,0
5/30/1967,10.3,12.3,17.2,11.4,17.5,5.6,0,0
5/31/1967,7.8,13.4,16.4,11.1,5.6,1,0,0
6/1/1967,11.2,16.1,17.8,15.9,0.3,0,0,0
6/2/1967,14.7,15.6,18.4,18.4,0,0,0,0
6/3/1967,8.9,15.6,22.8,19.2,0.3,0,0,0
6/4/1967,8.9,16.4,10.3,17.8,0,0,0,0
6/5/1967,12.3,16.1,11.4,18.1,0,0,0,0
6/6/1967,12.8,15,12.2,20.8,0,0,0,0
6/7/1967,13.9,14.2,11.7,21.2,0,0,0,37.8
6/8/1967,10.6,13.7,14.2,14.8,11.4,0,0.3,5.3
6/9/1967,8.4,16.1,15,19.5,8.9,0,0,4.8
6/10/1967,3.4,14.8,17.5,21.4,6.4,0,0,15
6/11/1967,8.1,15.3,19.5,22.2,0.8,0,0,0
6/12/1967,8.1,15.6,14.5,22.3,0,0,10.9,2.8
6/13/1967,9.7,15.6,17.3,19.5,0,0,0,0
6/14/1967,12.8,16.4,16.7,23.1,0,0,0,0
6/15/1967,15.9,17,15.9,25.6,0,0,0,0
6/16/1967,14.5,19.5,15.9,25.3,17.5,0,0,2
6/17/1967,13.9,19.8,17,19.7,0.3,0,0,25.4
6/18/1967,11.7,19.5,22.2,17.5,8.1,0,0,0
6/19/1967,13.9,20.9,15.6,15.3,0,0,23.1,0
6/20/1967,16.1,18.1,13.6,17,0,0.8,1.5,0
6/21/1967,11.7,15,11.7,18.6,0,8.4,0,22.4
6/22/1967,11.1,16.4,8.9,20,0,1.3,0,8.1
6/23/1967,9.8,18.4,8.6,19.5,0,0,0,0
6/24/1967,13.7,17.8,12.5,21.1,0,0,0,3.8
6/25/1967,15.3,19.8,17.5,14.5,0,0,0,0
6/26/1967,19.5,15,18.1,16.7,0,1.3,6.4,0
6/27/1967,17.8,17,18.9,18.1,0,0,0,0
6/28/1967,17.3,18.1,21.1,18.6,0,0,4.1,0
6/29/1967,15.3,16.7,21.4,17.8,0,0,4.1,22.6
6/30/1967,11.9,17.3,17.5,19.8,0.3,0,0,0.8
7/1/1967,13.1,17,15.6,21.1,0,0,0.8,8.6
7/2/1967,17.2,18.9,12.3,19.2,0,0,4.6,13.7
7/3/1967,16.7,20.6,12.8,15.9,0,0,0,5.1
7/4/1967,15.9,19.4,14.5,14.2,0,0,0,0.8
7/5/1967,14.2,17.8,20.8,13.3,3.8,0,1.5,0
7/6/1967,16.1,15.6,21.1,14.2,0,0,0.8,0
7/7/1967,15,13.6,20.3,17,0,3.3,63.5,0
7/8/1967,13.6,16.4,19.5,20.6,1.8,0,0,0
7/9/1967,12.3,16.4,21.4,23.4,0,0,0,9.7
7/10/1967,13.4,16.7,20.6,22.2,0,0,0,0
7/11/1967,14.8,20,17.5,22,0,0,0,10.7
7/12/1967,18.4,18.7,15.3,19.7,0,0,0,0
7/13/1967,21.7,17.5,13.9,15.9,0,0,0,1
7/14/1967,18.1,16.7,16.4,12.2,0,0,0,0
7/15/1967,18.4,17.8,22.8,12.3,0.3,0,0,0.8
7/16/1967,18.6,18.9,18.4,14.2,0,0,0,0
7/17/1967,17.2,16.4,17.5,18.6,0,0,0,0
7/18/1967,18.4,17.5,21.1,20,0,0,0,7.6
7/19/1967,17.8,16.4,27.2,20,0,9.1,0,0
7/20/1967,16.4,15.9,26.1,20.3,0,9.1,0,0
7/21/1967,13.9,16.1,25.3,21.2,0.5,0,0,0
7/22/1967,15.8,17,22.3,21.7,0.5,0,11.7,0
7/23/1967,15.3,17.8,15.8,24.2,0,0,17,4.6
7/24/1967,17,17.8,19.2,23.9,0,0,0,0
7/25/1967,12.3,16.7,19.5,20.3,0,0,0,0
7/26/1967,16.4,17.2,14.8,20.3,0,0,0,0
7/27/1967,19.8,17.8,18.7,20.9,0,0,0,0
7/28/1967,20.3,18.6,17.8,20,0,0,0,0
7/29/1967,18.9,18.1,17.2,18.6,0,0,0,0
7/30/1967,19.2,18.6,16.7,21.4,0,0,11.2,1
7/31/1967,15,19.2,19.2,18.6,0.8,0,0,1.5
8/1/1967,14.7,16.7,20.3,18.1,0,0,3,0
8/2/1967,15,17.8,16.2,19.8,0,0,4.3,4.8
8/3/1967,15.9,20.3,15.6,22,0,0,0.5,0.5
8/4/1967,19.2,17.8,16.7,18.4,0,0,0,6.6
8/5/1967,14.5,15.9,21.4,17.2,0.8,0,8.9,0
8/6/1967,17.2,16.7,15.6,17.8,0,1.5,14,0
8/7/1967,13.6,17,15.3,16.7,12.4,0,3.8,1.3
8/8/1967,15.3,16.7,15.6,21.1,0,0,11.4,0
8/9/1967,17,20,12.5,19.7,0,0,0,10.2
8/10/1967,19.5,21.1,14.5,15.6,0,0,0,1.8
8/11/1967,21.1,20,20,14.4,0,0,0,0
8/12/1967,20.3,18.9,22,16.1,0,0,0,0
8/13/1967,20,20.8,23.9,17.5,0,0,0,0
8/14/1967,18.9,20.3,23.6,17.8,0,0,0,0
8/15/1967,19.2,21.1,24.2,20.6,0,0,0,0
8/16/1967,18.6,22.8,23.7,21.7,0,0,11.2,0
8/17/1967,17.3,21.4,13.6,22,0,0,0,0
8/18/1967,21.1,19.2,12.5,22,0,0,0,3
8/19/1967,19.2,18.9,18.9,17.8,0,0,0,0.8
